Summary,Legend,Protection,Sale,Place,Price,Seller,MSales,Comments
双核3G智能手机 I9220安卓4.0 真正5.3寸屏 GPS MTK6577  电视,"消费者保障	七天退换",七天退换,"月售18笔	173条评价",广东 深圳货到付款,699.00        运费：25.00           信用卡,黄小天,18,173
Samsung/三星 S5360/GALAXY Y 原装行货 安卓2.3.6智能手机,"消费者保障	七天退换",七天退换,"月售7笔	12条评价",广东 深圳,615.42        运费：0.01,焦点数码行,7,12
Alcatel/阿尔卡特 OT-800（水晶版）全新原装正品直板手机 粉色,"消费者保障	七天退换	正品保障",七天退换,"月售25笔	15条评价",北京货到付款,225.00        运费：8.00           信用卡,回头客数码专营店,25,15
新款包邮 信实1100 双卡拍照小卡通mini 袖珍小彩迷你音乐小手机,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,127.00        运费：0.00           信用卡,胡章鸿,0,0
最新款半智能触屏男女式德塞双卡双待超薄直板手机免费电视4S,"消费者保障	七天退换",七天退换,"月售4笔	4条评价",广东 深圳货到付款,100.00        运费：20.00,集宇通讯,4,4
正品全新天时达T55555超低价安卓2.3智能电容屏手机WIFI带微信,消费者保障,无七天退换,"月售41笔	31条评价",广东 深圳,385.00        运费：10.00,新邦达通讯,41,31
魅影MOPS T800 3G手机TD-SCDMA/GSM正品行货,"消费者保障	七天退换",七天退换,"月售5笔	9条评价",辽宁 沈阳,638.00        运费：20.00,lrf999126,5,9
Nokia/诺基亚 N8/N8-00最新贝拉系统手机送耳机给力超低价智能机,"消费者保障	七天退换",七天退换,"月售793笔	495条评价",上海货到付款,1294.30        运费：0.00           信用卡,东信通讯网店,793,495
路虎XP5 三防手机 户外手机 UC浏览器  双卡双待 JAVA 直板 手机,"消费者保障	七天退换	24小时发货",七天退换,"月售57笔	23条评价",广东 深圳货到付款,328.00        运费：15.00           信用卡,fangjie893,57,23
HTC G22 双核1.5G CPU 安卓系统  4G 高清屏 智能导航手机,"消费者保障	七天退换",七天退换,"月售16笔	66条评价",广东 深圳货到付款,1325.08        运费：0.00           信用卡,zhangxianrong163,16,66
DOOV朵唯女性手机D210T 双卡双待安卓智能 移动3G 送原电+8G卡,"消费者保障	七天退换	正品保障",七天退换,,广东 深圳货到付款,948.00        运费：0.00           信用卡,家友数码通讯专营店,0,0
Samsung/三星w 999双模双卡双待WIFI半智能翻盖手机电信天翼CDMA,"消费者保障	七天退换",七天退换,"月售132笔	119条评价",广东 深圳,750.00        运费：12.00           信用卡,诺言之通讯,132,119
天时达系列智能手机T8889安卓系统,消费者保障,无七天退换,,河南 郑州,499.00        运费：0.00,新世纪通讯6666,0,0
迷你袖最小超小个性男女式学生儿童可爱直板备用手机双卡双待新款,"消费者保障	七天退换",七天退换,"月售9笔	15条评价",广东 深圳,148.00        运费：12.00,绝无仅有30,9,15
【双皇冠特惠】  国虹W100 水滴手机 安卓2.3 双卡双待 送大礼包,"消费者保障	假一赔三	七天退换",七天退换,"月售8笔	23条评价",北京货到付款,530.00        运费：0.01           信用卡,北京的老爷们,8,23
国产I9220 5.3寸大屏手机安卓4.11双核智能手机mtk6577 双卡双待,"消费者保障	七天退换",七天退换,"月售10笔	7条评价",广东 深圳,770.04        运费：0.00,心机皇,10,7
【100%正品】 Nokia/诺基亚 C1-02 大字体手机 大陆行货,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,200.00        运费：0.00           信用卡,juncaizczh,0,0
最新黑莓9700 半智能直板手机 双卡 JAVA WIFI 免费电视 包邮！,消费者保障,无七天退换,,广东 深圳货到付款,580.00        运费：0.00           信用卡,漫联手机店,0,0
Nokia/诺基亚 6120c 直板 智能手机 包邮 行货2年保修 送礼品,"消费者保障	七天退换",七天退换,"月售169笔	82条评价",广东 深圳,232.00        运费：0.00           信用卡,鑫凯诺,169,82
Lenovo/联想 p700i 双核1G智能手机 双卡双待 P700国庆大促销,"消费者保障	七天退换",七天退换,"月售5笔	3条评价",广东 深圳货到付款,750.40        运费：0.00           信用卡,诚信数码电子城2101,5,3
步步高Y1 vivo Y1 智能手机 安卓2.3.5 正品行货 随机送网壳,"消费者保障	七天退换",七天退换,"月售1笔	23条评价",广东 深圳,660.00        运费：0.00           信用卡,红太阳8899,1,23
2012新款可爱迷你宝马z8跑车钥匙扣袖珍卡通学生儿童跑马灯手机,"消费者保障	七天退换",七天退换,"月售5笔	2条评价",广东 深圳,157.00        运费：12.00,tb585989_00,5,2
Philips/飞利浦 w632手机安卓智能 双卡双待 超长待机 现货正品,"消费者保障	七天退换",七天退换,"月售36笔	114条评价",广东 深圳货到付款,1113.75        运费：22.00           信用卡,hbbjyshgp,36,114
OPPO T15行货正品 Miss迷恋 oppoT15音乐手机 大屏触摸全新正品,"消费者保障	七天退换",七天退换,"月售2笔	2条评价",广东 广州货到付款,510.00        运费：0.01           信用卡,chengshuhe,2,2
高价收MIUI/小米 M1s M2手机购买权| 预定|预订|预约帐号|购买资,"消费者保障	七天退换",七天退换,,北京,100.00        运费：0.00,pekingmart,0,0
韩版手机 Samsung/三星 Galaxy S 2 LTE HD E120L  E120S 送8G卡,"消费者保障	七天退换",七天退换,"月售26笔	201条评价",广东 深圳,2150.16        运费：0.00           信用卡,本店女主角,26,201
Samsung/三星 SCH-i569 电信3GCDMA安卓2.2智能手机 正品行货,消费者保障,无七天退换,,北京,660.01        运费：15.00           信用卡,农民工开网店,0,0
萨基姆S9双模双待天翼电信CDMA万能卡槽三防手机送2G卡包邮,"消费者保障	七天退换",七天退换,11条评价,广东 深圳货到付款,599.00        运费：0.00           信用卡,蒋国平3501166,0,11
Philips/飞利浦 W626 手机 双卡双待 智能安卓 超长待机联通 行货,"消费者保障	七天退换",七天退换,"月售51笔	189条评价",广东 深圳货到付款,580.00        运费：12.00           信用卡,飞利浦通讯店,51,189
3G双卡VOTO T8100安卓android智能手机4.7寸大屏长待机800万像<e7><b4>,"消费者保障	七天退换",七天退换,"月售5笔	3条评价",广东 深圳货到付款,1121.00        运费：0.00           信用卡折扣,kahkang,5,3
正品行货全国联保批发Lenovo/联想 A698T安卓4.0手机电视WIFI GPS,消费者保障,无七天退换,"月售7笔	1条评价",上海,768.00        运费：8.00           信用卡,扬州华成,7,1
ZTE/中兴 U880 （TD版）安卓 移动3G 智能手机 原装正品,"消费者保障	七天退换",七天退换,月售1笔,广东 深圳货到付款,399.02        运费：10.00           信用卡,深圳品牌数码特价城,1,0
美国Spareone户外急救超省电手机Xpal Power Spare One 15年待机,消费者保障,无七天退换,"月售17笔	14条评价",浙江 杭州,398.40        运费：0.00           信用卡折扣,川川lv,17,14
粤宝电讯 同威UC520 天翼CDMA专用老人手机 狂送350元话费,"消费者保障	七天退换",七天退换,1条评价,广东 广州货到付款,168.01        运费：25.00,yuebao,0,1
电保包 Hedy/七喜 rv006 时尚胭脂盒 滑盖手机 女性手机 包圆通,"消费者保障	七天退换	正品保障",七天退换,"月售31笔	245条评价",广东 深圳,259.00        运费：0.00           信用卡,七喜旗舰店,31,245
金刚版电容屏触摸JAVA半智能手机 WIFI功能手机特价包邮,消费者保障,无七天退换,"月售44笔	18条评价",广东 深圳货到付款,421.20        运费：0.00           信用卡,wjpzxl,44,18
Sony Ericsson/索尼爱立信 LT18i/Xperia arc S索爱 安卓智能手机,消费者保障,无七天退换,,广东 深圳,1611.00        运费：0.00           信用卡,绝恋小店,0,0
诺基亚2610 老人学生手机 超长待机 Nokia/诺基亚 1000台,"消费者保障	七天退换",七天退换,"月售318笔	64条评价",广东 深圳,55.00        运费：10.00           信用卡,馨雨_vip,318,64
正品锋达通C838天翼电信CDMA双模双待4.0电容屏手机WIFI全国联保,"消费者保障	七天退换",七天退换,,广东 深圳,540.00        运费：12.00           信用卡,强盛通讯88,0,0
K-Touch/天语 D780C 双模双待 电信天翼CDMA手机 JAVA QQ 包邮,"消费者保障	七天退换",七天退换,"月售28笔	13条评价",广东 深圳,230.00        运费：0.00,星宇数码商店,28,13
顶级威图VERTU Boucheron 150宝诗龙 金砖 完美版 S级 堡狮龙手机,"消费者保障	七天退换",七天退换,月售2笔,广东 深圳货到付款,858.00        运费：22.00,良升通讯,2,0
正品假一赔三melrose 袖珍超迷你mini 001 MP3全球最小手机,消费者保障,无七天退换,"月售148笔	56条评价",广东 深圳,129.00        运费：15.00,one_piece555,148,56
直板双模双待带WIFI全触屏半智能电信手机三星 I939天翼CDMA手机,"消费者保障	七天退换",七天退换,月售4笔,广东 深圳,450.00        运费：15.00,众信达数码,4,0
Meizu/魅族 MX(四核) 32G/64G版 手机M032 送移动电源顺丰包邮,"消费者保障	七天退换	正品保障",七天退换,"月售153笔	235条评价",广东 广州,2999.00        运费：0.00           信用卡,合丰数码专营店,153,235
特价大显 758大显F758正品行货情侣手机全触屏男女款半智能非尼采,消费者保障,无七天退换,月售6笔,广东 深圳,185.00        运费：10.00           信用卡,yanerfu007,6,0
晨兴S588安卓android4.0寸大屏幕双核智能手机3G双卡双待,"消费者保障	七天退换",七天退换,"月售20笔	26条评价",广东 深圳,488.00        运费：0.00,anyyyyyy,20,26
OPPO R803/R801 男女款 安卓系统 双卡双待 智能手机 M8/M9 手机,消费者保障,无七天退换,"月售15笔	18条评价",广东 深圳,865.00        运费：0.00,缤纷时尚生活,15,18
叁星I9220双卡双待高清屏500W像素GPS 4.3寸叁星3G安卓智能手机,消费者保障,无七天退换,,广东 深圳,850.00        运费：10.00,jin553277177,0,0
HTC Z520E One S智能手机安卓4.0超薄one x4.3寸大屏情侣特价促销,消费者保障,无七天退换,"月售2笔	5条评价",广东 深圳,2200.00        运费：0.00,微幸福商城,2,5
包邮现货 Nokia/诺基亚 C5-03手机 欧版,消费者保障,无七天退换,,上海,1430.00        运费：0.00,asdyv123,0,0
Nokia/诺基亚 5000超薄学生备用便宜手机支持蓝牙QQ手机现货,"消费者保障	七天退换",七天退换,"月售33笔	54条评价",广东 深圳,150.00        运费：12.00           信用卡,hong_1001,33,54
友利通T8+安卓4.0智能变频4200mA双模双卡双待800万相素4.3屏手机,消费者保障,无七天退换,"月售20笔	12条评价",广东 深圳货到付款,899.09        运费：15.00           信用卡,天融通讯,20,12
Coolpad/酷派 D539  电信天翼3G智能手机 双卡双模 全新原装正品,消费者保障,无七天退换,,广东 东莞,520.00        运费：15.00           信用卡,sonya907,0,0
Coolpad/酷派 D520  电信天翼CDMA 3G双卡双模手机  全新原装正品,消费者保障,无七天退换,,广东 东莞,700.00        运费：15.00           信用卡,sonya907,0,0
包邮现货 Nokia/诺基亚 C5-03手机 欧版,消费者保障,无七天退换,,上海,1330.00        运费：0.00,刹那樱花8,0,0
包邮现货 Nokia/诺基亚 5230XM/5230手机 欧版,消费者保障,无七天退换,,上海,830.00        运费：0.00,刹那樱花8,0,0
专柜正品 金立A5 创新导航 全新体验 全屏触摸语音王手机,"消费者保障	七天退换",七天退换,,广东 惠州,989.00        运费：0.00           信用卡,mfgy5240,0,0
专柜正品 金立N68 多维时尚 极美绽放女性手机,"消费者保障	七天退换",七天退换,,广东 惠州,889.00        运费：0.00           信用卡,mfgy5240,0,0
包邮现货 Nokia/诺基亚 E6手机,消费者保障,无七天退换,,上海,2000.00        运费：0.00,asdyv123,0,0
超薄卡片机学生儿童情侣礼品绿色低辐射手机mini手机名片手机送套,"消费者保障	七天退换",七天退换,"月售7笔	30条评价",广东 深圳货到付款,115.00        运费：10.00           信用卡,菠菜杨子,7,30
【包邮+送2G卡】Motorola/摩托罗拉 XT531手机 非定制 黑白现货,"消费者保障	七天退换",七天退换,"月售19笔	69条评价",广东 深圳货到付款,695.13        运费：0.00           信用卡,q晓南,19,69
OPPO X907 Finder 智能手机 X907 正品联保行货 震撼上市,"消费者保障	七天退换",七天退换,"月售60笔	30条评价",广东 深圳,2250.00        运费：0.00           信用卡,爱群数码0797,60,30
翻盖手机超薄女款2011女士手机i520 普蓝F4 音乐手机后台QQ蝶恋花,"消费者保障	七天退换",七天退换,"月售31笔	4条评价",广东 深圳,135.00        运费：10.00,淘淘巴士商城,31,4
Motorola/摩托罗拉 ME525/MB525 智能 WIFI 触屏 戴妃 三防手机,"消费者保障	七天退换	正品保障",七天退换,"月售88笔	44条评价",浙江 杭州,1148.40        运费：20.00           信用卡,吉拓祥数码专营店,88,44
2012新款翻盖儿童手机hellokitty女生可爱卡通手机最小的个性手机,消费者保障,无七天退换,"月售12笔	3条评价",广东 深圳货到付款,318.00        运费：10.00,澳必兴科技,12,3
Huawei/华为 T8828 G305T 3G 4.0大屏智能手机 CMMB电视 OMS2.6,"消费者保障	七天退换",七天退换,月售1笔,上海货到付款,771.00        运费：8.00           信用卡,友铭数码通讯,1,0
ZTE/中兴 S300高清2.4屏 QQ CDMA手机 电信天翼手机,"消费者保障	七天退换",七天退换,"月售8笔	3条评价",广东 深圳,135.00        运费：8.00           信用卡,点亮生活美丽深圳,8,3
